completeness_percent,publisher,quality_score,pid,error_percent,id,weighted_error_percent,weighted_quality_rating,schema_version,title,quality_rating,weighted_quality_score,weighted_completeness_percent
19.05,,32.78,e4d8edb3-6e8e-435d-9732-60c83027d8f9,53.49,df55c56f-b081-45f4-b265-ed1b2c6d94cd,55.56,Not Rated,1.1.7,Welsh Health Survey Dataset (WHSD),Not Rated,38.88,33.33
61.9,ALLIANCE > HQIP,68.16,e355c9b9-44f0-4ba3-a872-645aa88f4f2b,25.58,dfba178f-ce67-4c2d-8693-b23110aeecae,23.81,Bronze,1.1.7,National Paediatric Diabetes Audit - core clinical dataset (care processes and outcomes),Bronze,66.66,57.14
19.05,,32.78,5429fc2a-3d72-414d-9393-4079c4c6c0fa,53.49,dfc16033-7620-4002-aa3b-e5bbc400bbfd,55.56,Not Rated,1.1.7,MATCH,Not Rated,38.88,33.33
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,019fad36-65ea-4d47-8d6d-a47240eeb801,16.28,dfc3205c-3079-4e95-93e2-8a3a3beeea5a,15.87,Bronze,1.1.7,Generation Scotland,Silver,72.22,60.32
19.05,,32.78,d2c486bb-b95b-4093-bb58-b196cfc08c7b,53.49,dfd65358-d5a4-40f1-873a-c8c304799cbf,55.56,Not Rated,1.1.7,NIHR BioResource: Demographic,Not Rated,38.88,33.33
28.57,ALLIANCE > HQIP,46.84,3efd9b30-1f84-48c0-a3e0-402ecb5c7724,34.88,dfedefac-c389-4d07-a8a3-eb2e4ff34587,34.92,Not Rated,1.1.7,National Asthma and COPD Audit Programme (NACAP): secondary care workstream – children and young people asthma (organisational),Not Rated,44.45,23.81
4.76,,29.12,607b17d6-74de-466a-a377-238444707abb,46.51,e00284e3-439b-4a6d-9781-679c539404f8,46.03,Not Rated,1.1.7,COVID Tests,Not Rated,29.36,4.76
19.05,,32.78,971e2827-3aa4-4af3-bdce-3c8419897654,53.49,e05de62a-91be-46b8-8c1d-c9ed89d8c740,55.56,Not Rated,1.1.7,Laboratory turnaround times processing electronic blood test orders in the NHS,Not Rated,38.88,33.33
19.05,,32.78,14ed4ab3-470b-45c8-b48f-27fd382a912e,53.49,e096053e-b028-4487-a6d0-6958cbb5f388,55.56,Not Rated,1.1.7,UK Renal Registry - Your Health Survey dataset,Not Rated,38.88,33.33
4.76,,29.12,d602ca39-b287-4047-81c1-d635d3ceed5a,46.51,e09e1735-a54a-49cd-81f1-484040d76a5a,46.03,Not Rated,1.1.7,Beta-blocker Stratification using MRI to assess portal pressure (B-SMaRT),Not Rated,29.36,4.76
78.57,HUB > BREATHE,84.63,fb6d98c5-e41d-4804-bb28-839556e0f657,9.3,e172870f-37c4-4103-afae-8a60cae43ccb,11.11,Silver,1.1.7,SpiroMeta Consortium Dataset,Silver,79.37,69.84
19.05,,33.95,f5c9ba01-a9cb-4a85-9850-d9466b2ff4fb,51.16,e17b9566-76e9-47b4-9cf9-26704e232992,50.79,Not Rated,1.1.7,Patient postcode linked deprivation measures for CPRD GOLD,Not Rated,41.27,33.33
19.05,,32.78,fd876055-ab0f-4562-9e8a-35efa3928b02,53.49,e17fbbfa-72e8-4642-8ec5-0fa25dd56a51,55.56,Not Rated,1.1.7,Cancer registry data for QResearch,Not Rated,38.88,33.33
78.57,HUB > PIONEER,76.5,dd4629c0-14b6-4cba-8dcf-31ec5fea68bb,25.58,e22f93fb-bc08-44eb-b292-dc2baf0ad343,25.4,Silver,1.1.7,Coagulopathies & arterial/venous thrombosis in COVID patients: an OMOP dataset,Silver,80.16,85.71
69.05,ALLIANCE > TISSUE DIRECTORY,75.22,f94168a1-cab8-4211-90e0-38a241609697,18.6,e3373d01-48c6-49bc-8c9b-827831e525b3,17.46,Bronze,1.1.7,"Leeds Dental Institute/School of Dentistry Leeds, Skeletal Tissues Bank",Bronze,71.43,60.32
19.05,,33.95,3bc43876-507b-4dff-bd2b-7df147322e15,51.16,e37a86dc-8544-46aa-8f91-923ced92e263,50.79,Not Rated,1.1.7,Quality of Life of Cancer Survivors: Pilot Patient Reported Outcomes(Aurum),Not Rated,41.27,33.33
19.05,,33.95,76167567-9221-4024-bccf-dfdfb9e4bb07,51.16,e38ceae6-1ef7-4a26-90c9-9b0c920b3df7,50.79,Not Rated,1.1.7,The impact of multimorbidity on care pathways during COPD hospitalisations,Not Rated,41.27,33.33
71.43,ALLIANCE > TISSUE DIRECTORY,77.58,c8cd0645-b728-4c62-84b8-036c1d8763be,16.28,e443bc67-bc8a-430b-88a9-d3380cd2ae38,15.87,Bronze,1.1.7,eLIXIR - Early Life Data Cross-Linkage in Research,Silver,73.81,63.49
4.76,,29.12,a406d06b-350e-4392-ab4e-b1012e422a34,46.51,e4a1be81-8f3c-4731-ae8a-7cbd594c78f5,46.03,Not Rated,1.1.7,IBD Registry,Not Rated,29.36,4.76
19.05,,33.95,aae02f9e-1bad-415d-9730-c46a07a990aa,51.16,e4a745d6-f44c-481a-b337-aae4cfe72594,50.79,Not Rated,1.1.7,Care Home Dataset (CARE),Not Rated,41.27,33.33
19.05,,30.45,8f486c3d-9504-4a0e-8e24-ab96f057fc9e,58.14,e5a0c70c-7429-487d-8dc7-04cf073191cc,65.08,Not Rated,1.1.7,NHS Scotland General Practice (GP) Contact Data - Subset,Not Rated,34.12,33.33
28.57,ALLIANCE > HQIP,46.84,85b4dc84-88f4-4740-80fa-fa1eb04a0ae6,34.88,e6433c92-8439-4e2e-a3e7-016e7812dcfb,34.92,Not Rated,1.1.7,National Asthma and COPD Audit Programme (NACAP): COPD secondary care clinical dataset,Not Rated,44.45,23.81
4.76,,29.12,25b93812-191f-49bb-bbd0-782fb85b2bd2,46.51,e70f4e13-440b-4dec-a13c-c17d9d9da553,46.03,Not Rated,1.1.7,National Emergency Laparotomy Audit - Patient Audit Dataset,Not Rated,29.36,4.76
71.43,ALLIANCE > TISSUE DIRECTORY,77.58,8437b207-c925-4dd1-9478-5af329cd736e,16.28,e7979d81-708d-4657-857c-4ca95d05cda2,15.87,Bronze,1.1.7,IDRIS Trial,Silver,73.81,63.49
61.9,ALLIANCE > GREAT ORMOND STREET HOSPITAL,68.16,435bfcda-f378-44f6-9387-042d959eb945,25.58,e79c5f26-deb0-4531-834d-58912c9fe663,30.16,Bronze,1.1.7,COVID-19 Staff Testing of Antibody Responses Study (Co-STARS),Bronze,69.84,69.84
19.05,,31.62,2d79feab-3046-4735-a4ec-a4c11c9c1aa8,55.81,e7b615a0-2867-47ff-bb40-0d459b41226c,60.32,Not Rated,1.1.7,BathTAP Headache Cohort 2,Not Rated,36.5,33.33
19.05,,32.78,584cbecc-43ef-4015-adf7-ff70178d7abe,53.49,e8932b23-ed21-40f4-8fb1-00ef186e6ee1,55.56,Not Rated,1.1.7,Air Pollution Exposure Estimates,Not Rated,38.88,33.33
61.9,HUB > BREATHE,70.48,e8afaf39-86fa-4085-a075-6118cc25fae0,20.93,e8c3b66d-f06b-4e3f-944d-f65235133f00,20.63,Bronze,1.1.7,Strategy introducing Pulmonary Rehabilitation for COPD management in rural India,Bronze,66.67,53.97
19.05,,33.95,9c6e891f-6449-48d2-a1c3-8dd236e34bbd,51.16,e956a7a4-896b-47dc-8d98-f48385d110f7,50.79,Not Rated,1.1.7,Brecon Dataset (BREC),Not Rated,41.27,33.33
19.05,,32.78,a1bef3a6-9700-43a5-8f3e-dad44ce1fe10,53.49,e97f2bd0-48c1-4cd8-9d18-780f21a52b45,55.56,Not Rated,1.1.7,HES Diagnostic Imaging Dataset for CPRD GOLD,Not Rated,38.88,33.33
19.05,,32.78,18bfe765-5733-41f3-8114-0a1ec2524b5b,53.49,e9820518-54e3-46d1-a63f-c5da867dcd82,55.56,Not Rated,1.1.7,IBD NIHR BioResource: Health and Lifestyle Questionnaire,Not Rated,38.88,33.33
19.05,,32.78,4b33fc6d-3cac-4404-adac-d693328456fa,53.49,e9902b10-84ca-495f-a4d9-a9948d0d64ca,55.56,Not Rated,1.1.7,National Asthma and COPD Audit Programme - Pulmonary rehab organisational audit,Not Rated,38.88,33.33
19.05,,33.95,1861b3dd-4969-490e-9faf-c57809f56bc1,51.16,e9cdc12c-6938-4c18-b45c-e0a77df6de56,50.79,Not Rated,1.1.7,Hospitalised Community Acquired Pneumonia before & during the COVID-19 pandemic,Not Rated,41.27,33.33
95.24,ALLIANCE > SAIL,89.48,fb3fac03-a428-4b3f-8058-5622e1fd57d8,16.28,ea9fa5fb-928d-4736-8fbf-e3b58a49c6d6,20.63,Gold,1.1.7,Children Receiving Care and Support Census,Gold,89.69,100.0
16.67,ALLIANCE > OXFORD UNIVERSITY HOSPITALS NHS TRUST,39.73,a80b2567-4755-46f1-bd2a-f3817ce4f10c,37.21,eaca9ed1-30b6-4157-8894-8e53efc84849,36.51,Not Rated,1.1.7,Sunquest,Not Rated,38.89,14.29
19.05,,32.78,21dc2345-3983-4a46-960c-f17974bc7b71,53.49,eacd1a6e-6060-4843-ac9b-ff01e1dfe9c3,55.56,Not Rated,1.1.7,HES Outpatient data for CPRD GOLD,Not Rated,38.88,33.33
19.05,,32.78,81c53293-ef64-4507-8fcf-2a254dc19936,53.49,eaec06fa-a27e-46d1-9be9-6e1f9a16fb5d,55.56,Not Rated,1.1.7,Scottish Birth Record (SBR),Not Rated,38.88,33.33
4.76,,29.12,f12cb023-1402-49d1-aa27-e0fe4ed19fd7,46.51,eb030592-7f5d-4969-abde-c4a962251406,46.03,Not Rated,1.1.7,English Longitudinal Study of Ageing (ELSA),Not Rated,29.36,4.76
4.76,,29.12,1d6b02f1-47b8-42ad-919d-f738b545cff7,46.51,eb376dc5-1abb-4d06-a39a-e479078bcf9d,46.03,Not Rated,1.1.7,ICT-based intervention for adult asthma with limited health literacy,Not Rated,29.36,4.76
19.05,,32.78,bfb90d2b-746d-44a6-a896-4979d73d9276,53.49,eb62e466-f199-43ea-b07a-3aa468be5076,55.56,Not Rated,1.1.7,Quality of Life of Colorectal Cancer Survivors:Patient Reported Outcomes (Aurum),Not Rated,38.88,33.33
95.24,ALLIANCE > SAIL,89.48,15cf4241-abad-4dcc-95b0-8cd7c02be999,16.28,eba50bb1-e971-4062-8ece-81be39ceca5b,20.63,Gold,1.1.7,Annual District Death Extract,Gold,89.69,100.0
19.05,,32.78,464d8653-4e69-406b-93fd-d68c29d5dfdc,53.49,ebc7383b-000d-4d7b-a8db-7f7ce6b1a183,55.56,Not Rated,1.1.7,Health & Attainment of Pupils in a Primary Education Network (HAPN),Not Rated,38.88,33.33
19.05,,32.78,5616e0a6-22f1-43a5-a2bd-dcecfa2f3b70,53.49,ec121652-b3ab-4f90-8b93-ab5f6b1bc64c,55.56,Not Rated,1.1.7,Community Services Data Set,Not Rated,38.88,33.33
71.43,ALLIANCE > TISSUE DIRECTORY,77.58,10d0def8-dc03-473f-b60b-4c0dc3642a25,16.28,ece82228-9af1-4699-a763-b4608908b645,15.87,Bronze,1.1.7,NHS Grampian Biorepository,Silver,73.81,63.49
4.76,,29.12,8ca5cc9c-bb4e-4fa4-b430-165720cd9634,46.51,ed8683b0-1745-47fe-b644-710e6b8dca33,46.03,Not Rated,1.1.7,The Fenland Study,Not Rated,29.36,4.76
28.57,ALLIANCE > HQIP,46.84,025c9e8a-938b-4886-9e03-fcad90fe7157,34.88,ee099373-8a72-4ec7-818f-3cbb9c8a793d,34.92,Not Rated,1.1.7,Falls and Fragility Fracture Audit Programme National Hip Database Facilities Survey 2019,Not Rated,44.45,23.81
69.05,ALLIANCE > TISSUE DIRECTORY,75.22,33b1a989-5f61-412e-bdae-b551c92d1ed6,18.6,ee4a73ef-fb4e-4926-9fcc-db6b44b1447e,19.05,Bronze,1.1.7,The PEACE Study,Bronze,70.64,60.32
19.05,,32.78,80564a6b-1458-41de-a131-772eb93c0509,53.49,eec9fec3-2257-4dd2-a3a9-8c164322fbaa,55.56,Not Rated,1.1.7,Hospital Episode Statistics Critical Care,Not Rated,38.88,33.33
19.05,,32.78,bcfd3b49-f7f0-489e-bc1b-bcce0bd261f2,53.49,eee15509-f23a-441e-b5be-ee76bd2ba649,55.56,Not Rated,1.1.7,Scottish Covid-19 Vaccination Data,Not Rated,38.88,33.33
4.76,,29.12,932cecdf-65fb-4e3d-9454-7a2d0585e970,46.51,ef478925-7612-4cd6-a10e-5e64ee8a0f4d,46.03,Not Rated,1.1.7,Understanding Society,Not Rated,29.36,4.76
19.05,,32.78,8a438697-7cdd-4716-8824-8685fa8eb314,53.49,ef4c90fc-03b6-4b21-a45f-bcd7cabb0857,55.56,Not Rated,1.1.7,SGSS data for QResearch,Not Rated,38.88,33.33
19.05,ALLIANCE > BARTS HEALTH,39.76,0f07f939-1265-4e8b-aaa6-d897d254c2f3,39.53,ef727724-6c38-483b-b28d-8e94b5a9d7ac,38.1,Not Rated,1.1.7,Freetext Dataset,Not Rated,38.88,15.87
19.05,,32.78,b734a1b5-37d3-4859-85d4-bf011df2a951,53.49,efc0be66-e680-4166-ba58-d507f4c02d88,55.56,Not Rated,1.1.7,Mother-Baby Link for CPRD GOLD,Not Rated,38.88,33.33
19.05,,31.62,e253257c-48c2-491b-b3b9-205161a16a7e,55.81,f0109da2-6452-45a9-928e-5376dcb78609,60.32,Not Rated,1.1.7,Coronavirus and the Social Impacts on Great Britain,Not Rated,36.5,33.33
19.05,,33.95,731dc868-3e79-4722-9b79-6bb8dec9435b,51.16,f08bfb75-f2b8-4afb-9c3d-59cdd2b6b3ce,50.79,Not Rated,1.1.7,GP Out of Hours,Not Rated,41.27,33.33
83.33,ALLIANCE > SAIL,78.88,e4d8edb3-6e8e-435d-9732-60c83027d8f9,25.58,f0fc13b4-f801-4647-82f3-07ed07f26ea0,28.57,Silver,1.1.7,Welsh Health Survey Dataset,Silver,80.96,90.48
19.05,,32.78,71d37610-ac55-432d-82a3-bdb04407acd8,53.49,f13d5f5a-08b3-49be-8d5e-48772a612cb0,55.56,Not Rated,1.1.7,Welsh Results Reports Service (WRRS),Not Rated,38.88,33.33
19.05,,32.78,bc6a661a-4447-40ad-bc92-3007e89688c9,53.49,f14341fe-2f15-48a7-bcd6-3c4d298375d1,55.56,Not Rated,1.1.7,Assessing acuity scores – NEWS2 in acute illnesses with component markers,Not Rated,38.88,33.33
19.05,,33.95,e77af7a3-32fa-4a08-8455-4fb489e5b64a,51.16,f16f0b1b-650d-486b-bc89-946b1623103e,50.79,Not Rated,1.1.7,Child Health Systems Programme - 13-15 Month Review,Not Rated,41.27,33.33
19.05,,31.62,65b04cbe-1b5c-44d7-b640-ce63fb106401,55.81,f19b7888-344d-47af-878a-82a270a30d22,60.32,Not Rated,1.1.7,NIMS - National immunisation data for QResearch,Not Rated,36.5,33.33
80.95,HUB > DISCOVER NOW,77.69,0d5a40e6-52c0-43c4-bd9f-f2a803cc8ff6,25.58,f2268d4e-0149-4913-9832-0399960eecd4,31.75,Silver,1.1.7,North West London Acute Patient level Data (NWL Acute PLD),Silver,77.78,87.3
19.05,ALLIANCE > BARTS HEALTH,39.76,51b41359-1558-48df-9950-88f75ca6ac4c,39.53,f2b4211b-1af7-46ff-82a3-35b29d1d478e,38.1,Not Rated,1.1.7,"Problems, Diagnosis and Procedures",Not Rated,38.88,15.87
19.05,,32.78,75c4dcb8-33bf-43f4-b2bb-db51b6621b2c,53.49,f2c2ea2f-f5e8-4297-8510-c2d430ff0946,55.56,Not Rated,1.1.7,Emergency Department Dataset (EDDS),Not Rated,38.88,33.33
19.05,,33.95,7af96f17-5ab6-4275-b8ef-61a3e053d342,51.16,f3957e36-25eb-4e0a-a69a-a1c0ce85cb4f,50.79,Not Rated,1.1.7,Identification of Medical Admissions suitable for Same Day Emergency Care (SDEC),Not Rated,41.27,33.33
19.05,,33.95,5713fd1a-4358-4485-bed5-83fb25ec2fce,51.16,f3f24eff-a21b-45e4-92a2-71c162426f53,50.79,Not Rated,1.1.7,Capture-24: Activity tracker dataset for human activity recognition,Not Rated,41.27,33.33
19.05,,32.78,9fc11eb5-3e64-491d-9b50-43a84bd76fee,53.49,f55f5b6d-bc40-4fd9-924c-79a2fed5c270,55.56,Not Rated,1.1.7,HES Emergency Care (Accident & Emergency) data for QResearch,Not Rated,38.88,33.33
19.05,,32.78,0d9db5af-972a-4597-ae5b-f9c2fdeddeff,53.49,f563f791-c2e4-426b-97be-a91ea82c4e40,55.56,Not Rated,1.1.7,ONS Death Registration data for QResearch,Not Rated,38.88,33.33
19.05,,32.78,4385ed4c-1c42-4ba5-b57f-9ab18e5ffbe1,53.49,f58a3c47-44aa-4815-aeab-e19a4a330926,55.56,Not Rated,1.1.7,UHB Linked Diabetic Eye Disease and Cardiac Outcomes,Not Rated,38.88,33.33
19.05,,32.78,2c737d63-69f4-4a02-8df9-54c1e65e845f,53.49,f635894a-61b8-40ad-bfa2-4c31ef23ad34,55.56,Not Rated,1.1.7,Epilepsy 12 - National organisational audit and Trust profile,Not Rated,38.88,33.33
4.76,,29.12,3558f8a1-6d52-4b59-b513-51c068095bc2,46.51,f636abcd-91b1-4408-b44b-5f6274bc98d6,46.03,Not Rated,1.1.7,National Cardiac Audit Programme - Myocardial Ischaemia National Audit (MINAP),Not Rated,29.36,4.76
95.24,ALLIANCE > SAIL,89.48,291c0dd4-0988-42d2-8e0b-878a892add57,16.28,f6aa8836-b437-40b6-bd1e-ae20010048dd,20.63,Gold,1.1.7,Substance Misuse Dataset,Gold,89.69,100.0
92.86,HUB > DISCOVER NOW,85.97,602d8093-6a1e-42cf-a89c-8bf0d47ecc8c,20.93,f6e25ba4-4f7a-436e-a5f9-f0257d45a612,23.81,Gold,1.1.7,North West London Integrated Care Record (NWL ICR),Silver,86.51,96.83
71.43,ALLIANCE > TISSUE DIRECTORY,77.58,07d1b768-78f6-41e8-995a-66afd2549b34,16.28,f71e0f89-edf6-4070-9045-6024b00f79ca,15.87,Bronze,1.1.7,PHOTO Translational bladder cancer biorepository,Silver,73.81,63.49
19.05,,31.62,fcf5a844-f48d-428e-aa06-abe64e66185e,55.81,f76d0428-f93c-41ba-9ebb-08e4211bf17a,60.32,Not Rated,1.1.7,Suspected Cancer Pathway Monthly (SCPM),Not Rated,36.5,33.33
76.19,ALLIANCE > NHS DIGITAL,75.31,f201b68f-d995-4a70-a9ee-aa3510232777,25.58,f80940e8-0ee1-46be-876b-46fb4bbbc4d2,25.4,Silver,1.1.7,Medicines dispensed in Primary Care (NHSBSA data),Bronze,78.57,82.54
19.05,,32.78,2b6409db-a669-4bef-9fd5-39c2b6f8d5e9,53.49,f82b398a-7e53-4851-ab7b-07508f810ebc,55.56,Not Rated,1.1.7,Hospital Episode Statistics Admitted Patient Care,Not Rated,38.88,33.33
76.19,HUB > PIONEER,75.31,1a66dbc1-4f06-455c-85fc-68b372575cad,25.58,f8a268c1-831c-4c80-b62c-e254a572b9a0,25.4,Silver,1.1.7,Ventilation strategies for patients on intensive care,Bronze,79.36,84.13
19.05,,32.78,fe1684ef-69ee-4490-9ab8-b26e990c9060,53.49,f98965a8-1ff3-4981-8462-fbc8005775b6,55.56,Not Rated,1.1.7,Growing up in Bradford (BiB),Not Rated,38.88,33.33
19.05,,33.95,c7f7541b-5030-40b9-962a-4aba44af7e1a,51.16,f98d83ec-ad27-46d7-9786-7a0f2749aa11,50.79,Not Rated,1.1.7,2019 UK Parkinson's Audit - Speech and language therapy,Not Rated,41.27,33.33
19.05,,33.95,9f29d47e-4e9a-41b8-b7bc-5ef3570294ef,51.16,f98f9578-a4a3-4d93-b32e-f30ff75888b7,50.79,Not Rated,1.1.7,Bowel Screening Wales (SBSW),Not Rated,41.27,33.33
40.48,ALLIANCE > IMPERIAL COLLEGE LONDON,58.61,70656016-c1c9-4bc2-93d1-c66341fcdf36,23.26,f9959c00-c063-4fbf-933d-755e3b6ecedc,22.22,Not Rated,1.1.7,Real-time Assessment of Community Transmission (REACT) Study 2: COVID antibody,Not Rated,57.14,36.51
71.43,ALLIANCE > TISSUE DIRECTORY,77.58,20639743-9a28-43dd-a8af-7571ece2a7f8,16.28,f99d82da-13eb-42db-ad0d-348be2173535,15.87,Bronze,1.1.7,Tommy's National Reproductive Health Biobank,Silver,73.81,63.49
71.43,ALLIANCE > TISSUE DIRECTORY,76.42,df94730b-374b-4d91-8116-1c10a7c77c4e,18.6,f9c40294-92d8-45cd-b11a-70eb0fc09004,17.46,Bronze,1.1.7,PHOENIX DDR-Anti-PD-L1 Trial,Silver,73.02,63.49
19.05,,32.78,d357be1e-27fe-4b2f-9174-3a2a03ecc12b,53.49,fa07a8df-4584-4dc1-87f9-f03ff8d31861,55.56,Not Rated,1.1.7,National Vascular Registry Audit - Lower Limb Bypass clinical dataset,Not Rated,38.88,33.33
30.95,ALLIANCE > UNIVERSITY HOSPITALS OF LEICESTER,48.04,f397acff-a7af-4062-8e8b-c85889cc41df,34.88,fa179e24-2068-4c34-b73c-230003010e9f,34.92,Not Rated,1.1.7,Genvasc Primary Care Data,Not Rated,45.24,25.4
19.05,,33.95,ad36dc03-1856-44de-99b0-1af6f312d86b,51.16,fa45c071-1852-4c02-bddc-fda4517bffa8,50.79,Not Rated,1.1.7,Scottish Cancer Registry (SMR06),Not Rated,41.27,33.33
95.24,ALLIANCE > SAIL,90.64,8b9efd45-f56d-4aa3-b2b8-c66ff3813a2b,13.95,fb4a069b-fd74-47b2-bbb1-9cde6b590d66,15.87,Gold,1.1.7,Breast Test Wales,Gold,92.06,100.0
80.95,HUB > BREATHE,85.83,b850e56c-5c5b-413e-b829-743772053978,9.3,fb50af29-4aa6-4071-9300-bd2d57c850b0,11.11,Silver,1.1.7,Idiopathic Pulmonary Fibrosis (IPF) Genome-wide Association Study,Silver,80.16,71.43
19.05,,32.78,39055449-c074-4b58-adb2-b1c0d2441c4d,53.49,fb65ff7c-fc02-402e-ab55-59765d7b0d43,55.56,Not Rated,1.1.7,NHS Tayside and Fife Immunology,Not Rated,38.88,33.33
4.76,,29.12,48adf432-9b66-4d03-a25e-008fbbb24f56,46.51,fba3b66d-8d3a-473f-bb3d-537a6ab1fa7a,46.03,Not Rated,1.1.7,Asymptomatic COVID-19 in Education (ACE) Cohort,Not Rated,29.36,4.76
28.57,ALLIANCE > HQIP,46.84,33b36393-3760-40d8-bb98-61806fea5398,34.88,fbb5d74c-802a-4888-9452-3e0faf257f82,34.92,Not Rated,1.1.7,National Asthma and COPD Audit Programme (NACAP): secondary care workstream – children and young people asthma (clinical),Not Rated,44.45,23.81
28.57,ALLIANCE > HQIP,48.0,f857055b-c29e-4c7f-99ce-65f4ed59648e,32.56,fc08ad6a-3e94-44db-a122-945c4c875616,33.33,Not Rated,1.1.7,National Vascular Registry Audit Carotid Endarterectomy Clinical Dataset,Not Rated,45.24,23.81
19.05,,32.78,014e7973-b43e-4a4a-91b4-de3f353b71b9,53.49,fc4b3dea-b56b-4beb-87f0-921fb9d8836a,55.56,Not Rated,1.1.7,Systemic Anti-Cancer Treatment (SACT) data for CPRD GOLD,Not Rated,38.88,33.33
92.86,HUB > DISCOVER NOW,87.13,75638d2c-556a-46b6-afcc-7ab425b34679,18.6,fc704af0-368b-4dd0-866f-753b6d1dccf8,25.4,Silver,1.1.7,North West London High Cost Drugs Data (NWL HCD),Gold,85.72,96.83
16.67,ALLIANCE > OXFORD UNIVERSITY HOSPITALS NHS TRUST,39.73,c4538af4-505f-45df-aeae-788ddfd7cb54,37.21,fc7b44f0-eb69-4257-8c07-7516c1210c46,36.51,Not Rated,1.1.7,CellPath,Not Rated,38.89,14.29
4.76,,29.12,c8a28f0b-a5f8-4dbb-8d71-5b89c7cb3111,46.51,fc7ea07b-d60f-4be9-a840-89b17d4c2414,46.03,Not Rated,1.1.7,National Bowel Cancer Audit - clinical dataset,Not Rated,29.36,4.76
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,47b544f4-301c-43e0-b347-fc623ea1a8b3,16.28,fd2317ea-c729-433b-b578-309118118b78,15.87,Bronze,1.1.7,Infectious Diseases BioBank at King's College London,Silver,72.22,60.32
80.95,ALLIANCE > NHS DIGITAL,76.52,11d3cf0f-ae5d-42f4-a756-b98c3eff46bc,27.91,fd296ed6-6e12-49ab-9e5f-f40428a47b02,28.57,Silver,1.1.7,MSDS (Maternity Services Data Set),Silver,79.37,87.3
45.24,HUB > BREATHE,59.83,0911f991-6c0f-4412-b805-1ee0ded93a12,25.58,fdb053d7-375a-4422-aa16-c899661d72b1,26.98,Not Rated,1.1.7,"Projections of global, regional and national prevalence of asthma from 2018-2040",Not Rated,54.77,36.51
19.05,,32.78,7325c42d-6974-4f1b-acd6-5a3c9d22f4a1,53.49,fdb46c60-780a-47fa-bc7e-e367c2f64900,55.56,Not Rated,1.1.7,CPRD GOLD SGSS,Not Rated,38.88,33.33
19.05,,32.78,6664317b-39b9-4133-b6c7-ec4bddf78c76,53.49,fe168c6f-7533-413e-94fd-066fd845d7c0,55.56,Not Rated,1.1.7,National Joint Registry - Revision Knee Replacement dataset,Not Rated,38.88,33.33
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,9d56ae46-5955-4f03-a93c-a4a6d9f641ab,16.28,fe3f2246-aec4-4be4-8f51-3e5bde80931d,15.87,Bronze,1.1.7,Bristol Biobank,Silver,72.22,60.32
19.05,,33.95,ed131fee-0635-4613-a453-a383d5dd7cec,51.16,fe8852b2-9d0b-4145-8f5c-531378731d39,50.79,Not Rated,1.1.7,Healthcare Workers Risk Assessment (HWRA),Not Rated,41.27,33.33
19.05,,33.95,6009f720-3cd5-449d-b36b-e2ccf3fbc73a,51.16,feb9a877-2e22-4a5b-a260-5c5186224028,50.79,Not Rated,1.1.7,Emergency hospital admissions in patients from care home settings,Not Rated,41.27,33.33
28.57,ALLIANCE > HQIP,46.84,e06b951b-e9d8-4a2c-a51f-1d819f669205,34.88,fed22efe-8a84-4b1e-a642-2412a1420ce8,34.92,Not Rated,1.1.7,Falls and Fragility Fracture Audit Programme National Hip Database clinical dataset,Not Rated,44.45,23.81
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,b5217dcb-582f-4914-ae45-9eb3899add30,16.28,fede80e2-aea9-4229-8024-39b09110be7b,15.87,Bronze,1.1.7,REQUITE,Silver,72.22,60.32
19.05,,31.62,69a356d6-599e-4d02-8241-066ce3c297bd,55.81,fee7f039-99d6-4eab-951d-b35e0ae71a75,60.32,Not Rated,1.1.7,UK SARS-CoV-2 viral sequencing data (COG-UK data)-Lineage/Variant Data-Scotland,Not Rated,36.5,33.33
19.05,,33.95,a1c4dda9-d34b-443f-aaaf-231f2e0c31fa,51.16,ff0750c4-2765-4bf6-a294-33215f1ced77,50.79,Not Rated,1.1.7,The impact of COVID on hospitalised patients with COPD and hospital services,Not Rated,41.27,33.33
4.76,,29.12,6265a41f-9444-457b-b401-1d0978f5c58a,46.51,ff0ee5d5-aeb4-4dc0-bddf-79336e0ab004,46.03,Not Rated,1.1.7,Enhancing access to pulmonary rehabilitation through implementation research,Not Rated,29.36,4.76
19.05,,33.95,59fb436a-f8c3-4d4a-bc76-d4a02904b078,51.16,ff10d5c4-42a2-4a06-b6af-a2f7393c62e0,50.79,Not Rated,1.1.7,Mortality (Death registration),Not Rated,41.27,33.33
64.29,ALLIANCE > NHS DIGITAL,60.05,b9f24f81-bcf2-4e47-8909-0d5414e2d7a4,44.19,ff2c6982-00f3-4483-9fc2-19b3a7211d8d,49.21,Not Rated,1.1.7,Mental Health Minimum Dataset v4 (Non-Sensitive) Records,Not Rated,64.28,77.78
4.76,,29.12,cd3555b0-514a-4693-8f68-c8267a8e9939,46.51,ff727b8e-4805-424a-ba34-acc9b90225fe,46.03,Not Rated,1.1.7,Oxford Carpal Tunnel Syndrome (CTS) Cohort,Not Rated,29.36,4.76
